2016,7,26,9,37
timestamp, trialCnt, blockWidth, block, diameter,targetwidth, totdist, optdist, diff, turnx, turny
22727.0,1,50,0,150,60,139.17484,90.0,49.174835,847,391
24078.0,2,50,0,150,60,111.32836,90.0,21.328362,834,429
25928.0,3,50,0,150,60,130.00864,90.0,40.008636,837,404
27211.0,4,50,0,150,60,117.45184,90.0,27.451843,841,429
28461.0,5,50,0,150,60,105.47285,90.0,15.472847,838,435
30237.0,6,50,0,150,60,119.63005,90.0,29.63005,844,409
31720.0,7,50,0,150,60,123.166595,90.0,33.166595,828,421
34188.0,8,50,0,150,60,156.47162,90.0,66.47162,845,410
36821.0,9,50,0,150,60,176.51587,90.0,86.51587,828,400
38238.0,10,50,0,150,60,122.795586,90.0,32.795586,827,422
39469.0,11,50,0,150,60,106.707756,90.0,16.707756,840,427
40553.0,12,50,0,150,60,126.020546,90.0,36.020546,831,407
41505.0,13,50,0,150,60,119.103645,90.0,29.103645,835,409
42406.0,14,50,0,150,60,149.6656,90.0,59.665604,824,380
46400.0,15,50,0,150,60,453.41742,90.0,363.41742,835,397
47733.0,16,50,0,150,60,182.78537,90.0,92.78537,835,428
48732.0,17,50,0,150,60,102.95683,90.0,12.956833,839,425
50933.0,18,50,0,150,60,141.67203,90.0,51.672028,840,390
52040.0,19,50,0,150,60,140.63838,90.0,50.638382,833,394
52840.0,20,50,0,150,60,149.86217,90.0,59.862167,836,381
54458.0,21,50,0,150,60,127.07275,90.0,37.072746,826,417
55677.0,22,50,0,150,60,106.685646,90.0,16.685646,831,424
57096.0,23,50,0,150,60,129.03278,90.0,39.032776,835,414
58312.0,24,50,0,150,60,143.25912,90.0,53.259125,833,413
59701.0,25,50,0,150,60,122.35279,90.0,32.35279,825,427
61188.0,26,50,0,150,60,148.30255,90.0,58.30255,835,414
62154.0,27,50,0,150,60,142.53485,90.0,52.53485,824,413
63253.0,28,50,0,150,60,173.5622,90.0,83.562195,814,396
64637.0,29,50,0,150,60,195.64693,90.0,105.64693,824,418
65771.0,30,50,0,150,60,139.71468,90.0,49.714676,826,418
67056.0,31,50,0,150,60,122.670845,90.0,32.670845,827,422
68106.0,32,50,0,150,60,106.848175,90.0,16.848175,821,430
69188.0,33,50,0,150,60,151.13466,90.0,61.13466,816,405
70190.0,34,50,0,150,60,146.85092,90.0,56.85092,826,421
71105.0,35,50,0,150,60,118.916534,90.0,28.916534,830,424
72172.0,36,50,0,150,60,130.0007,90.0,40.0007,815,436
73371.0,37,50,0,150,60,133.8179,90.0,43.8179,832,419
74255.0,38,50,0,150,60,152.97389,90.0,62.973892,818,410
75222.0,39,50,0,150,60,168.08214,90.0,78.08214,819,418
76301.0,40,50,0,150,60,168.87665,90.0,78.87665,819,409
77350.0,41,50,0,150,60,141.77089,90.0,51.77089,820,427
78283.0,42,50,0,150,60,164.41176,90.0,74.41176,811,427
80297.0,43,50,0,150,60,283.09113,90.0,193.09113,818,425
81095.0,44,50,0,150,60,182.25594,90.0,92.255936,811,409
82230.0,45,50,0,150,60,165.55418,90.0,75.554184,822,415
83680.0,46,50,0,150,60,140.38098,90.0,50.38098,828,417
84614.0,47,50,0,150,60,200.15327,90.0,110.153275,805,425
85745.0,48,50,0,150,60,231.38928,90.0,141.38928,825,401
86813.0,49,50,0,150,60,169.1236,90.0,79.1236,826,416
87846.0,50,50,0,150,60,165.89723,90.0,75.89723,817,428
91380.0,51,50,1,270,60,501.10785,210.0,291.10785,781,281
92630.0,52,50,1,270,60,288.38803,210.0,78.38803,797,283
93967.0,53,50,1,270,60,273.40787,210.0,63.407867,798,278
95084.0,54,50,1,270,60,299.21368,210.0,89.213684,803,290
96167.0,55,50,1,270,60,263.7446,210.0,53.7446,791,293
97500.0,56,50,1,270,60,271.32965,210.0,61.32965,792,295
98736.0,57,50,1,270,60,262.0753,210.0,52.075287,779,290
99769.0,58,50,1,270,60,266.49475,210.0,56.49475,794,293
100937.0,59,50,1,270,60,286.52765,210.0,76.52765,782,276
101905.0,60,50,1,270,60,281.10342,210.0,71.103424,791,269
102937.0,61,50,1,270,60,269.1932,210.0,59.193207,796,273
104556.0,62,50,1,270,60,268.26218,210.0,58.262177,779,271
105740.0,63,50,1,270,60,306.3913,210.0,96.3913,805,260
112305.0,64,50,1,270,60,1422.054,210.0,1212.054,776,269
113708.0,65,50,1,270,60,293.05902,210.0,83.05902,799,281
114959.0,66,50,1,270,60,275.0633,210.0,65.06329,804,279
116313.0,67,50,1,270,60,265.7254,210.0,55.725403,801,285
117164.0,68,50,1,270,60,254.51495,210.0,44.514954,797,279
119998.0,69,50,1,270,60,639.3945,210.0,429.39447,798,260
121667.0,70,50,1,270,60,336.07645,210.0,126.07645,802,282
129774.0,71,50,1,270,60,1848.0902,210.0,1638.0902,792,269
131324.0,72,50,1,270,60,356.0865,210.0,146.08649,802,276
132723.0,73,50,1,270,60,301.51523,210.0,91.51523,808,269
134159.0,74,50,1,270,60,283.35367,210.0,73.35367,800,269
137075.0,75,50,1,270,60,604.0116,210.0,394.0116,798,296
138560.0,76,50,1,270,60,277.61606,210.0,67.61606,809,263
139577.0,77,50,1,270,60,261.51968,210.0,51.519684,786,282
141060.0,78,50,1,270,60,249.79169,210.0,39.791687,792,287
142343.0,79,50,1,270,60,252.98691,210.0,42.986908,809,283
143610.0,80,50,1,270,60,258.81888,210.0,48.81888,800,285
144710.0,81,50,1,270,60,282.3406,210.0,72.34061,783,272
145810.0,82,50,1,270,60,254.54765,210.0,44.547653,787,293
147027.0,83,50,1,270,60,252.69872,210.0,42.698715,793,285
150438.0,84,50,1,270,60,544.9417,210.0,334.9417,795,273
151491.0,85,50,1,270,60,278.76355,210.0,68.76355,792,292
152741.0,86,50,1,270,60,253.42334,210.0,43.42334,808,284
154358.0,87,50,1,270,60,261.99362,210.0,51.99362,788,287
155360.0,88,50,1,270,60,292.90912,210.0,82.90912,797,260
156992.0,89,50,1,270,60,278.53146,210.0,68.53146,797,287
158093.0,90,50,1,270,60,264.46033,210.0,54.460327,796,296
159415.0,91,50,1,270,60,285.64597,210.0,75.645966,818,291
160532.0,92,50,1,270,60,310.13342,210.0,100.13342,777,297
161552.0,93,50,1,270,60,323.3513,210.0,113.35129,801,278
162400.0,94,50,1,270,60,310.99805,210.0,100.99805,803,270
163350.0,95,50,1,270,60,296.8641,210.0,86.864105,802,276
164450.0,96,50,1,270,60,260.45166,210.0,50.45166,803,288
165417.0,97,50,1,270,60,268.99628,210.0,58.996277,796,295
166500.0,98,50,1,270,60,296.4419,210.0,86.441895,805,281
167434.0,99,50,1,270,60,239.80016,210.0,29.800156,811,305
168734.0,100,50,1,270,60,289.39175,210.0,79.391754,806,274
170833.0,101,50,2,390,60,699.8784,330.0,369.87842,793,166
172550.0,102,50,2,390,60,497.3527,330.0,167.35269,800,156
174084.0,103,50,2,390,60,555.1057,330.0,225.10571,812,149
176802.0,104,50,2,390,60,809.6152,330.0,479.61517,798,171
178236.0,105,50,2,390,60,401.4152,330.0,71.41519,814,162
179705.0,106,50,2,390,60,392.8168,330.0,62.816803,819,165
180888.0,107,50,2,390,60,416.53503,330.0,86.535034,823,154
182038.0,108,50,2,390,60,435.82693,330.0,105.826935,820,158
184004.0,109,50,2,390,60,600.142,330.0,270.14203,820,172
185712.0,110,50,2,390,60,406.41254,330.0,76.41254,817,177
187192.0,111,50,2,390,60,407.53348,330.0,77.53348,821,164
188176.0,112,50,2,390,60,399.7476,330.0,69.74759,810,162
189309.0,113,50,2,390,60,409.98013,330.0,79.98013,813,144
190244.0,114,50,2,390,60,381.06564,330.0,51.065643,811,172
191625.0,115,50,2,390,60,413.6436,330.0,83.643585,825,159
192725.0,116,50,2,390,60,416.37082,330.0,86.37082,822,142
193642.0,117,50,2,390,60,414.8764,330.0,84.8764,817,149
194393.0,118,50,2,390,60,409.41702,330.0,79.41702,800,154
195595.0,119,50,2,390,60,446.06433,330.0,116.06433,821,157
197061.0,120,50,2,390,60,381.10214,330.0,51.102142,819,164
198309.0,121,50,2,390,60,378.94296,330.0,48.942963,830,154
201480.0,122,50,2,390,60,668.4623,330.0,338.46228,820,172
202530.0,123,50,2,390,60,405.8152,330.0,75.815186,842,190
203865.0,124,50,2,390,60,394.90994,330.0,64.90994,811,149
204913.0,125,50,2,390,60,401.06396,330.0,71.063965,819,150
206080.0,126,50,2,390,60,384.6386,330.0,54.63861,823,163
207681.0,127,50,2,390,60,402.56696,330.0,72.566956,830,156
208998.0,128,50,2,390,60,406.30847,330.0,76.30847,818,164
210197.0,129,50,2,390,60,408.8261,330.0,78.82611,814,155
211501.0,130,50,2,390,60,426.44595,330.0,96.44595,815,161
213086.0,131,50,2,390,60,443.83908,330.0,113.83908,818,173
214587.0,132,50,2,390,60,439.5202,330.0,109.5202,819,159
216010.0,133,50,2,390,60,447.51364,330.0,117.51364,828,155
217345.0,134,50,2,390,60,456.7584,330.0,126.75839,821,159
218495.0,135,50,2,390,60,393.1817,330.0,63.1817,810,180
219494.0,136,50,2,390,60,406.31168,330.0,76.311676,844,176
220676.0,137,50,2,390,60,445.35938,330.0,115.359375,828,149
222031.0,138,50,2,390,60,411.0138,330.0,81.013794,830,157
223164.0,139,50,2,390,60,422.365,330.0,92.36499,829,152
224268.0,140,50,2,390,60,404.6317,330.0,74.631714,821,167
225518.0,141,50,2,390,60,476.9332,330.0,146.9332,829,155
226717.0,142,50,2,390,60,420.02332,330.0,90.023315,824,152
227702.0,143,50,2,390,60,400.77094,330.0,70.770935,820,166
229167.0,144,50,2,390,60,431.3475,330.0,101.3475,821,155
230333.0,145,50,2,390,60,436.59885,330.0,106.59885,837,138
232202.0,146,50,2,390,60,420.1543,330.0,90.1543,829,153
234935.0,147,50,2,390,60,610.45557,330.0,280.45557,834,171
236668.0,148,50,2,390,60,383.87607,330.0,53.87607,817,161
237787.0,149,50,2,390,60,386.00775,330.0,56.00775,831,154
239807.0,150,50,2,390,60,393.82352,330.0,63.823517,831,151
249963.0,151,50,3,510,60,2457.945,450.0,2007.9451,821,54
251429.0,152,50,3,510,60,597.6317,450.0,147.63171,855,53
253132.0,153,50,3,510,60,574.70966,450.0,124.709656,835,30
254865.0,154,50,3,510,60,702.59045,450.0,252.59045,836,44
256135.0,155,50,3,510,60,567.4494,450.0,117.4494,835,32
257292.0,156,50,3,510,60,645.5689,450.0,195.56891,859,21
259059.0,157,50,3,510,60,941.04425,450.0,491.04425,861,68
260412.0,158,50,3,510,60,580.359,450.0,130.35901,873,53
262143.0,159,50,3,510,60,659.55725,450.0,209.55725,833,27
263526.0,160,50,3,510,60,516.88666,450.0,66.88666,855,61
265311.0,161,50,3,510,60,564.22455,450.0,114.22455,847,53
266695.0,162,50,3,510,60,546.75885,450.0,96.75885,856,49
267812.0,163,50,3,510,60,505.07974,450.0,55.079742,836,68
269327.0,164,50,3,510,60,555.2161,450.0,105.216125,865,34
270561.0,165,50,3,510,60,514.3424,450.0,64.34241,872,43
271593.0,166,50,3,510,60,494.0594,450.0,44.059387,831,60
273076.0,167,50,3,510,60,545.54004,450.0,95.54004,831,60
274376.0,168,50,3,510,60,632.58765,450.0,182.58765,883,32
275610.0,169,50,3,510,60,579.92,450.0,129.91998,839,44
277396.0,170,50,3,510,60,851.1287,450.0,401.12872,852,32
278501.0,171,50,3,510,60,547.2284,450.0,97.22839,854,39
279951.0,172,50,3,510,60,591.53064,450.0,141.53064,882,37
281182.0,173,50,3,510,60,569.32996,450.0,119.329956,808,38
282435.0,174,50,3,510,60,607.7462,450.0,157.74622,797,46
283709.0,175,50,3,510,60,714.531,450.0,264.531,847,41
284627.0,176,50,3,510,60,637.7705,450.0,187.77051,847,20
285730.0,177,50,3,510,60,601.2745,450.0,151.27448,848,43
286964.0,178,50,3,510,60,615.49585,450.0,165.49585,824,50
287981.0,179,50,3,510,60,1052.7281,450.0,602.72815,846,39
288815.0,180,50,3,510,60,636.3289,450.0,186.32892,847,19
289924.0,181,50,3,510,60,684.9645,450.0,234.96448,866,23
291104.0,182,50,3,510,60,694.6733,450.0,244.67328,834,47
292572.0,183,50,3,510,60,595.0292,450.0,145.02917,832,56
293423.0,184,50,3,510,60,578.655,450.0,128.65503,824,39
295969.0,185,50,3,510,60,954.51776,450.0,504.51776,846,40
296753.0,186,50,3,510,60,602.961,450.0,152.961,819,52
297705.0,187,50,3,510,60,613.88525,450.0,163.88525,774,38
300170.0,188,50,3,510,60,829.1419,450.0,379.1419,810,32
302020.0,189,50,3,510,60,576.53674,450.0,126.53674,831,43
303405.0,190,50,3,510,60,628.9126,450.0,178.9126,821,70
304770.0,191,50,3,510,60,1031.1775,450.0,581.1775,829,53
306122.0,192,50,3,510,60,986.0076,450.0,536.0076,840,36
307526.0,193,50,3,510,60,565.4404,450.0,115.44043,835,42
310428.0,194,50,3,510,60,910.1917,450.0,460.1917,845,34
313579.0,195,50,3,510,60,1097.7935,450.0,647.79346,850,39
314647.0,196,50,3,510,60,539.5624,450.0,89.56238,881,55
316642.0,197,50,3,510,60,548.3701,450.0,98.37012,861,46
318276.0,198,50,3,510,60,537.1185,450.0,87.11853,871,53
319961.0,199,50,3,510,60,549.2514,450.0,99.2514,831,54
321993.0,200,50,3,510,60,708.914,450.0,258.914,855,57
330798.0,201,50,4,390,60,2064.8672,330.0,1734.8672,849,193
332749.0,202,50,4,390,60,716.76746,330.0,386.76746,831,180
333693.0,203,50,4,390,60,519.15753,330.0,189.15753,836,190
334795.0,204,50,4,390,60,839.3973,330.0,509.39728,835,192
335882.0,205,50,4,390,60,874.55383,330.0,544.55383,838,156
336980.0,206,50,4,390,60,450.35828,330.0,120.35828,837,194
337780.0,207,50,4,390,60,780.10645,330.0,450.10645,853,145
338897.0,208,50,4,390,60,469.5958,330.0,139.5958,859,174
340214.0,209,50,4,390,60,415.6467,330.0,85.6467,830,181
341316.0,210,50,4,390,60,732.4291,330.0,402.42908,840,187
342350.0,211,50,4,390,60,791.6334,330.0,461.63342,842,179
343134.0,212,50,4,390,60,615.1023,330.0,285.1023,824,146
344301.0,213,50,4,390,60,429.34015,330.0,99.34015,884,187
345333.0,214,50,4,390,60,540.45703,330.0,210.45703,863,193
347117.0,215,50,4,390,60,639.9554,330.0,309.95538,856,165
348119.0,216,50,4,390,60,509.72443,330.0,179.72443,862,181
349206.0,217,50,4,390,60,476.00748,330.0,146.00748,863,193
351409.0,218,50,4,390,60,1299.8074,330.0,969.8074,842,165
352608.0,219,50,4,390,60,567.6436,330.0,237.64362,877,191
353775.0,220,50,4,390,60,455.65448,330.0,125.65448,844,177
354726.0,221,50,4,390,60,416.026,330.0,86.026,874,170
355562.0,222,50,4,390,60,458.42346,330.0,128.42346,854,178
356797.0,223,50,4,390,60,546.10504,330.0,216.10504,861,148
357997.0,224,50,4,390,60,519.2735,330.0,189.2735,863,140
359199.0,225,50,4,390,60,519.28174,330.0,189.28174,832,161
360181.0,226,50,4,390,60,413.51825,330.0,83.51825,857,185
361298.0,227,50,4,390,60,439.1767,330.0,109.1767,873,183
362465.0,228,50,4,390,60,500.56815,330.0,170.56815,856,189
363149.0,229,50,4,390,60,449.02454,330.0,119.024536,874,152
364353.0,230,50,4,390,60,543.7369,330.0,213.73688,871,151
365420.0,231,50,4,390,60,483.09015,330.0,153.09015,833,153
366970.0,232,50,4,390,60,502.1966,330.0,172.1966,871,172
368170.0,233,50,4,390,60,514.09106,330.0,184.09106,853,161
369122.0,234,50,4,390,60,488.45712,330.0,158.45712,856,173
370021.0,235,50,4,390,60,445.22662,330.0,115.22662,866,152
371390.0,236,50,4,390,60,491.47372,330.0,161.47372,842,161
372555.0,237,50,4,390,60,457.36026,330.0,127.36026,849,161
377173.0,238,50,4,390,60,1669.0646,330.0,1339.0646,787,144
377790.0,239,50,4,390,60,574.1102,330.0,244.11023,828,193
378858.0,240,50,4,390,60,630.6251,330.0,300.62512,858,158
380291.0,241,50,4,390,60,569.0435,330.0,239.04352,841,161
381392.0,242,50,4,390,60,464.04355,330.0,134.04355,815,160
382424.0,243,50,4,390,60,430.43658,330.0,100.436584,822,161
384040.0,244,50,4,390,60,841.56,330.0,511.56,843,136
385457.0,245,50,4,390,60,653.1136,330.0,323.1136,823,144
386707.0,246,50,4,390,60,507.84903,330.0,177.84903,834,165
387742.0,247,50,4,390,60,426.7337,330.0,96.7337,848,147
388736.0,248,50,4,390,60,431.1558,330.0,101.15579,846,137
389687.0,249,50,4,390,60,427.66177,330.0,97.66177,820,168
390524.0,250,50,4,390,60,462.45255,330.0,132.45255,849,147
394464.0,251,50,5,270,60,1854.2023,210.0,1644.2023,848,277
395812.0,252,50,5,270,60,339.7385,210.0,129.7385,838,268
396778.0,253,50,5,270,60,318.3672,210.0,108.36719,838,284
399958.0,254,50,5,270,60,658.21655,210.0,448.21655,849,260
401157.0,255,50,5,270,60,337.44254,210.0,127.442535,850,257
407175.0,256,50,5,270,60,1240.6727,210.0,1030.6727,869,277
408525.0,257,50,5,270,60,327.515,210.0,117.515015,843,314
409427.0,258,50,5,270,60,498.38876,210.0,288.38876,838,310
410377.0,259,50,5,270,60,260.10855,210.0,50.10855,838,315
412326.0,260,50,5,270,60,515.44415,210.0,305.44415,845,288
413777.0,261,50,5,270,60,321.76096,210.0,111.760956,842,311
414860.0,262,50,5,270,60,287.8272,210.0,77.82721,831,299
415777.0,263,50,5,270,60,272.1377,210.0,62.137695,834,285
416746.0,264,50,5,270,60,278.86676,210.0,68.86676,836,295
417810.0,265,50,5,270,60,272.92233,210.0,62.922333,836,307
418610.0,266,50,5,270,60,287.62335,210.0,77.62335,834,267
419476.0,267,50,5,270,60,282.19797,210.0,72.19797,830,291
420377.0,268,50,5,270,60,248.65839,210.0,38.658386,836,298
421343.0,269,50,5,270,60,257.8431,210.0,47.84311,839,280
422293.0,270,50,5,270,60,243.26889,210.0,33.26889,835,287
423794.0,271,50,5,270,60,269.61505,210.0,59.61505,844,260
424712.0,272,50,5,270,60,346.6238,210.0,136.62381,840,287
425679.0,273,50,5,270,60,308.1797,210.0,98.17969,824,291
427361.0,274,50,5,270,60,655.07196,210.0,445.07196,836,280
428462.0,275,50,5,270,60,313.97943,210.0,103.97943,836,295
429511.0,276,50,5,270,60,268.93542,210.0,58.935425,838,289
430428.0,277,50,5,270,60,401.03522,210.0,191.03522,832,274
431360.0,278,50,5,270,60,346.43704,210.0,136.43704,834,265
432297.0,279,50,5,270,60,367.05038,210.0,157.05038,848,260
433248.0,280,50,5,270,60,327.5312,210.0,117.53119,844,270
434164.0,281,50,5,270,60,353.71518,210.0,143.71518,844,277
435047.0,282,50,5,270,60,368.72928,210.0,158.72928,836,258
436047.0,283,50,5,270,60,389.9924,210.0,179.9924,842,295
437014.0,284,50,5,270,60,361.37064,210.0,151.37064,842,296
437751.0,285,50,5,270,60,398.335,210.0,188.33499,848,271
438768.0,286,50,5,270,60,457.32822,210.0,247.32822,824,281
445221.0,287,50,5,270,60,2287.0957,210.0,2077.0957,853,285
446138.0,288,50,5,270,60,289.9408,210.0,79.940796,825,299
447020.0,289,50,5,270,60,271.54413,210.0,61.54413,838,292
447852.0,290,50,5,270,60,274.16782,210.0,64.167816,850,280
448619.0,291,50,5,270,60,270.2538,210.0,60.253815,832,269
449919.0,292,50,5,270,60,268.60022,210.0,58.60022,846,306
451019.0,293,50,5,270,60,269.46222,210.0,59.46222,840,295
451853.0,294,50,5,270,60,513.93884,210.0,303.93884,837,258
452871.0,295,50,5,270,60,311.5077,210.0,101.50769,839,297
453970.0,296,50,5,270,60,296.77286,210.0,86.77286,851,279
454903.0,297,50,5,270,60,277.09897,210.0,67.09897,835,300
455787.0,298,50,5,270,60,259.15817,210.0,49.158173,840,294
456753.0,299,50,5,270,60,299.5878,210.0,89.5878,842,303
459022.0,300,50,5,270,60,646.08435,210.0,436.08435,861,290
467816.0,301,50,6,150,60,1655.7281,90.0,1565.7281,868,401
471034.0,302,50,6,150,60,723.10016,90.0,633.10016,843,416
472350.0,303,50,6,150,60,447.4686,90.0,357.4686,841,422
474435.0,304,50,6,150,60,372.67316,90.0,282.67316,833,401
475236.0,305,50,6,150,60,203.60455,90.0,113.60455,848,388
475868.0,306,50,6,150,60,301.68198,90.0,211.68198,829,385
476768.0,307,50,6,150,60,197.17044,90.0,107.17044,838,389
477584.0,308,50,6,150,60,141.65869,90.0,51.65869,845,387
478520.0,309,50,6,150,60,164.37196,90.0,74.37196,834,384
479320.0,310,50,6,150,60,148.36314,90.0,58.363144,838,414
481152.0,311,50,6,150,60,276.1042,90.0,186.10419,842,381
482804.0,312,50,6,150,60,553.84546,90.0,463.84546,841,391
483420.0,313,50,6,150,60,255.31183,90.0,165.31183,821,382
489720.0,314,50,6,150,60,2263.2869,90.0,2173.2869,808,423
490555.0,315,50,6,150,60,230.24414,90.0,140.24414,828,432
492804.0,316,50,6,150,60,406.81277,90.0,316.81277,830,408
493759.0,317,50,6,150,60,158.07495,90.0,68.07495,829,415
494744.0,318,50,6,150,60,172.55634,90.0,82.556335,826,392
495363.0,319,50,6,150,60,157.43494,90.0,67.43494,841,425
496415.0,320,50,6,150,60,211.61693,90.0,121.61693,828,385
497263.0,321,50,6,150,60,246.53535,90.0,156.53535,828,384
498097.0,322,50,6,150,60,226.39363,90.0,136.39363,824,402
498930.0,323,50,6,150,60,214.28448,90.0,124.284485,832,423
499598.0,324,50,6,150,60,228.95155,90.0,138.95155,832,380
500633.0,325,50,6,150,60,269.57867,90.0,179.57867,822,390
501674.0,326,50,6,150,60,197.84082,90.0,107.84082,833,394
502696.0,327,50,6,150,60,253.64401,90.0,163.64401,826,379
503510.0,328,50,6,150,60,192.20447,90.0,102.20447,825,406
504376.0,329,50,6,150,60,233.44693,90.0,143.44693,836,414
506276.0,330,50,6,150,60,454.79044,90.0,364.79044,837,405
507654.0,331,50,6,150,60,391.93063,90.0,301.93063,821,390
508321.0,332,50,6,150,60,230.18584,90.0,140.18584,835,428
508905.0,333,50,6,150,60,326.32077,90.0,236.32077,832,419
510588.0,334,50,6,150,60,503.2635,90.0,413.2635,810,400
511306.0,335,50,6,150,60,322.9539,90.0,232.95389,825,388
511605.0,336,50,6,150,60,99.13476,90.0,9.134758,851,629
511905.0,337,50,6,150,60,192.17796,90.0,102.17796,803,400
513122.0,338,50,6,150,60,309.06796,90.0,219.06796,834,396
513756.0,339,50,6,150,60,242.82544,90.0,152.82544,838,420
514090.0,340,50,6,150,60,109.216095,90.0,19.216095,866,617
514421.0,341,50,6,150,60,209.86098,90.0,119.86098,816,392
514723.0,342,50,6,150,60,120.77116,90.0,30.771156,866,637
516206.0,343,50,6,150,60,536.8378,90.0,446.83783,866,427
516556.0,344,50,6,150,60,223.0779,90.0,133.0779,847,663
518140.0,345,50,6,150,60,446.76047,90.0,356.76047,844,387
519139.0,346,50,6,150,60,290.5304,90.0,200.5304,828,398
525339.0,347,50,6,150,60,2130.761,90.0,2040.761,805,406
526290.0,348,50,6,150,60,183.93753,90.0,93.93753,833,417
527242.0,349,50,6,150,60,188.41405,90.0,98.41405,831,389
528747.0,350,50,6,150,60,392.05508,90.0,302.05508,828,393
